without smoothing 
correct ans : stuck, prediction is: reply
correct ans : says, prediction is: 's
correct ans : lay, prediction is: went
correct ans : said, prediction is: said
correct ans : answered, prediction is: came
correct ans : believe, prediction is: come
correct ans : run, prediction is: come
correct ans : said, prediction is: said
correct ans : took, prediction is: took
correct ans : went, prediction is: went
correct ans : fought, prediction is: got
correct ans : looking, prediction is: take
correct ans : said, prediction is: said
correct ans : gave, prediction is: gave
correct ans : knew, prediction is: knew
correct ans : told, prediction is: thought
correct ans : crying, prediction is: looked
correct ans : said, prediction is: said
correct ans : saw, prediction is: saw
correct ans : covered, prediction is: made
correct ans : like, prediction is: think
correct ans : turned, prediction is: came
correct ans : made, prediction is: made
correct ans : think, prediction is: say
correct ans : find, prediction is: make
correct ans : look, prediction is: go
correct ans : turned, prediction is: went
correct ans : touched, prediction is: took
correct ans : asked, prediction is: 've
correct ans : said, prediction is: said
correct ans : given, prediction is: given
correct ans : told, prediction is: told
correct ans : considered, prediction is: say
correct ans : said, prediction is: said
correct ans : said, prediction is: said
correct ans : go, prediction is: go
correct ans : said, prediction is: said
correct ans : knew, prediction is: knew
correct ans : said, prediction is: said
correct ans : declared, prediction is: leaving
correct ans : asked, prediction is: asked
correct ans : think, prediction is: think
correct ans : tell, prediction is: know
correct ans : says, prediction is: said
correct ans : having, prediction is: went
correct ans : said, prediction is: said
correct ans : see, prediction is: come
correct ans : want, prediction is: want
correct ans : took, prediction is: took
correct ans : told, prediction is: know
correct ans : die, prediction is: give
correct ans : marry, prediction is: said
correct ans : recited, prediction is: finished
correct ans : said, prediction is: said
correct ans : died, prediction is: asked
correct ans : eat, prediction is: come
correct ans : go, prediction is: go
correct ans : said, prediction is: said
correct ans : said, prediction is: said
correct ans : take, prediction is: take
correct ans : fled, prediction is: asked
correct ans : guessed, prediction is: guessed
correct ans : go, prediction is: go
correct ans : think, prediction is: think
correct ans : talk, prediction is: looked
correct ans : eat, prediction is: go
correct ans : go, prediction is: go
correct ans : bring, prediction is: see
correct ans : see, prediction is: see
correct ans : took, prediction is: put
correct ans : happened, prediction is: made
correct ans : said, prediction is: said
correct ans : chuckled, prediction is: said
correct ans : said, prediction is: said
correct ans : come, prediction is: went
correct ans : come, prediction is: take
correct ans : see, prediction is: see
correct ans : lies, prediction is: said
correct ans : knew, prediction is: do
correct ans : told, prediction is: told
correct ans : said, prediction is: said
correct ans : said, prediction is: said
correct ans : said, prediction is: said
correct ans : saw, prediction is: saw
correct ans : came, prediction is: go
correct ans : said, prediction is: said
correct ans : drove, prediction is: said
correct ans : am, prediction is: am
correct ans : said, prediction is: said
correct ans : made, prediction is: made
correct ans : cried, prediction is: looked
correct ans : found, prediction is: found
correct ans : write, prediction is: write
correct ans : see, prediction is: see
correct ans : said, prediction is: said
correct ans : said, prediction is: think
correct ans : ran, prediction is: heard
correct ans : mind, prediction is: know
correct ans : kick, prediction is: know
correct ans : strode, prediction is: answered
correct ans : said, prediction is: said
correct ans : give, prediction is: give
correct ans : thought, prediction is: went
correct ans : said, prediction is: said
correct ans : say, prediction is: said
correct ans : saw, prediction is: saw
correct ans : make, prediction is: wanted
correct ans : said, prediction is: said
correct ans : spying, prediction is: seen
correct ans : cut, prediction is: look
correct ans : take, prediction is: see
correct ans : ran, prediction is: went
correct ans : came, prediction is: came
correct ans : covered, prediction is: asked
correct ans : see, prediction is: see
correct ans : terrified, prediction is: terrified
correct ans : went, prediction is: went
correct ans : mounted, prediction is: made
correct ans : think, prediction is: think
correct ans : saw, prediction is: saw
correct ans : shut, prediction is: told
correct ans : mirrored, prediction is: enjoying
correct ans : give, prediction is: asked
correct ans : said, prediction is: said
correct ans : make, prediction is: tell
correct ans : sent, prediction is: said
correct ans : answered, prediction is: said
correct ans : cut, prediction is: taken
correct ans : felt, prediction is: see
correct ans : read, prediction is: said
correct ans : tell, prediction is: tell
correct ans : replied, prediction is: replied
correct ans : said, prediction is: said
correct ans : said, prediction is: said
correct ans : went, prediction is: went
correct ans : spread, prediction is: heard
correct ans : said, prediction is: said
correct ans : held, prediction is: said
correct ans : come, prediction is: think
correct ans : think, prediction is: think
correct ans : gone, prediction is: gone
correct ans : answered, prediction is: find
correct ans : said, prediction is: went
correct ans : think, prediction is: think
correct ans : answered, prediction is: said
correct ans : go, prediction is: go
correct ans : said, prediction is: said
correct ans : went, prediction is: went
correct ans : know, prediction is: know
correct ans : suppose, prediction is: think
correct ans : muttered, prediction is: tried
correct ans : replied, prediction is: replied
correct ans : said, prediction is: said
correct ans : said, prediction is: said
correct ans : says, prediction is: says
correct ans : told, prediction is: saw
correct ans : give, prediction is: give
correct ans : go, prediction is: go
correct ans : galloped, prediction is: went
correct ans : hoping, prediction is: thought
correct ans : said, prediction is: said
correct ans : knows, prediction is: are
correct ans : set, prediction is: set
correct ans : said, prediction is: said
correct ans : looked, prediction is: took
correct ans : said, prediction is: said
correct ans : take, prediction is: take
correct ans : said, prediction is: said
correct ans : gazing, prediction is: said
correct ans : called, prediction is: said
correct ans : looked, prediction is: made
correct ans : lay, prediction is: heard
correct ans : believed, prediction is: heard
correct ans : retorted, prediction is: said
correct ans : said, prediction is: said
correct ans : take, prediction is: let
correct ans : admire, prediction is: see
correct ans : found, prediction is: saw
correct ans : remarked, prediction is: said
correct ans : made, prediction is: said
correct ans : went, prediction is: went
correct ans : looked, prediction is: said
correct ans : said, prediction is: said
correct ans : turned, prediction is: saw
correct ans : know, prediction is: know
correct ans : dwarfs, prediction is: dwarfs
correct ans : satisfied, prediction is: get
correct ans : knew, prediction is: went
correct ans : offered, prediction is: offered
correct ans : know, prediction is: know
correct ans : come, prediction is: come
correct ans : said, prediction is: said
correct ans : said, prediction is: said
correct ans : came, prediction is: came
correct ans : came, prediction is: came
correct ans : kill, prediction is: put
correct ans : believe, prediction is: believe
correct ans : said, prediction is: said
correct ans : sent, prediction is: sent
correct ans : went, prediction is: went
correct ans : take, prediction is: mind
correct ans : ordered, prediction is: said
correct ans : said, prediction is: said
correct ans : said, prediction is: 's
correct ans : said, prediction is: said
correct ans : get, prediction is: get
correct ans : call, prediction is: call
correct ans : see, prediction is: see
correct ans : said, prediction is: said
correct ans : said, prediction is: said
correct ans : throw, prediction is: went
correct ans : lying, prediction is: know
correct ans : find, prediction is: tell
correct ans : round, prediction is: round
correct ans : found, prediction is: found
correct ans : keep, prediction is: go
correct ans : do, prediction is: do
correct ans : making, prediction is: making
correct ans : said, prediction is: said
correct ans : die, prediction is: die
correct ans : think, prediction is: think
correct ans : replied, prediction is: said
correct ans : makes, prediction is: makes
correct ans : replied, prediction is: said
correct ans : feel, prediction is: live
correct ans : born, prediction is: going
correct ans : took, prediction is: took
correct ans : thought, prediction is: thought
correct ans : look, prediction is: know
correct ans : think, prediction is: think
correct ans : ran, prediction is: said
correct ans : spend, prediction is: go
correct ans : run, prediction is: run
correct ans : see, prediction is: see
correct ans : declared, prediction is: called
correct ans : stood, prediction is: knew
correct ans : told, prediction is: went
correct ans : come, prediction is: come
correct ans : kill, prediction is: know
correct ans : went, prediction is: said
correct ans : found, prediction is: looked
correct ans : said, prediction is: said
correct ans : answered, prediction is: saw
correct ans : take, prediction is: take
correct ans : looked, prediction is: looked
correct ans : killed, prediction is: go
correct ans : covered, prediction is: covered
correct ans : want, prediction is: 'm
correct ans : go, prediction is: being
correct ans : said, prediction is: say
correct ans : turned, prediction is: said
correct ans : walk, prediction is: take
correct ans : said, prediction is: said
correct ans : asked, prediction is: asked
correct ans : put, prediction is: turned
correct ans : looked, prediction is: looked
correct ans : turned, prediction is: turned
correct ans : am, prediction is: am
correct ans : brought, prediction is: thought
correct ans : said, prediction is: said
correct ans : know, prediction is: know
correct ans : felt, prediction is: got
correct ans : said, prediction is: made
correct ans : saw, prediction is: got
correct ans : closed, prediction is: make
correct ans : do, prediction is: do
correct ans : killed, prediction is: going
correct ans : said, prediction is: said
correct ans : cried, prediction is: said
correct ans : said, prediction is: said
correct ans : discontented, prediction is: spent
correct ans : stretched, prediction is: said
correct ans : said, prediction is: said
correct ans : come, prediction is: do
correct ans : covered, prediction is: said
correct ans : grown, prediction is: grown
correct ans : says, prediction is: 's
correct ans : said, prediction is: said
correct ans : set, prediction is: come
correct ans : told, prediction is: asked
correct ans : made, prediction is: made
correct ans : love, prediction is: love
correct ans : went, prediction is: went
correct ans : watch, prediction is: see
correct ans : said, prediction is: said
correct ans : doing, prediction is: doing
correct ans : said, prediction is: said
correct ans : thought, prediction is: thought
correct ans : said, prediction is: said
correct ans : took, prediction is: came
correct ans : took, prediction is: said
correct ans : became, prediction is: went
correct ans : give, prediction is: give
correct ans : said, prediction is: said
correct ans : made, prediction is: made
correct ans : saw, prediction is: saw
correct ans : lay, prediction is: lay
correct ans : fallen, prediction is: said
correct ans : spout, prediction is: buried
correct ans : looked, prediction is: looked
correct ans : said, prediction is: said
correct ans : said, prediction is: said
correct ans : come, prediction is: let
correct ans : covered, prediction is: gone
correct ans : got, prediction is: said
correct ans : come, prediction is: come
correct ans : buried, prediction is: fell
correct ans : see, prediction is: see
correct ans : drew, prediction is: said
correct ans : went, prediction is: went
correct ans : answered, prediction is: are
correct ans : missed, prediction is: going
correct ans : danced, prediction is: found
correct ans : kicked, prediction is: seemed
correct ans : said, prediction is: said
correct ans : see, prediction is: see
correct ans : pecked, prediction is: let
correct ans : said, prediction is: said
correct ans : picked, prediction is: took
correct ans : said, prediction is: said
correct ans : dressed, prediction is: went
correct ans : smile, prediction is: smile
correct ans : entered, prediction is: said
correct ans : said, prediction is: said
correct ans : said, prediction is: said
correct ans : said, prediction is: said
correct ans : grew, prediction is: reached
correct ans : slain, prediction is: slain
correct ans : see, prediction is: said
correct ans : said, prediction is: said
correct ans : said, prediction is: said
correct ans : meant, prediction is: looked
correct ans : eat, prediction is: eat
correct ans : tell, prediction is: tell
correct ans : let, prediction is: let
correct ans : eat, prediction is: find
correct ans : spent, prediction is: curl
correct ans : saw, prediction is: saw
correct ans : came, prediction is: came
correct ans : know, prediction is: know
correct ans : took, prediction is: took
correct ans : go, prediction is: knew
correct ans : retorted, prediction is: says
correct ans : asked, prediction is: came
correct ans : said, prediction is: said
correct ans : worked, prediction is: saw
correct ans : growing, prediction is: go
correct ans : made, prediction is: made
correct ans : called, prediction is: said
correct ans : see, prediction is: go
correct ans : shouted, prediction is: heard
correct ans : put, prediction is: put
correct ans : declared, prediction is: fell
correct ans : felt, prediction is: felt
correct ans : saw, prediction is: saw
correct ans : go, prediction is: see
correct ans : told, prediction is: understand
correct ans : know, prediction is: know
correct ans : ai, prediction is: like
correct ans : said, prediction is: said
correct ans : looked, prediction is: looked
correct ans : went, prediction is: went
correct ans : went, prediction is: went
correct ans : vaulted, prediction is: fell
correct ans : go, prediction is: go
correct ans : reached, prediction is: reached
correct ans : said, prediction is: said
correct ans : grew, prediction is: grew
correct ans : let, prediction is: let
correct ans : came, prediction is: said
correct ans : lived, prediction is: lived
correct ans : heard, prediction is: heard
correct ans : make, prediction is: make
correct ans : looked, prediction is: looked
correct ans : put, prediction is: let
correct ans : brought, prediction is: brought
correct ans : said, prediction is: said
correct ans : feeding, prediction is: given
correct ans : went, prediction is: went
correct ans : sent, prediction is: sent
correct ans : frightened, prediction is: gone
correct ans : sat, prediction is: came
correct ans : said, prediction is: reached
correct ans : see, prediction is: disappeared
correct ans : make, prediction is: make
correct ans : found, prediction is: saw
correct ans : knows, prediction is: knows
correct ans : lived, prediction is: lived
correct ans : tell, prediction is: know
correct ans : sat, prediction is: saw
correct ans : come, prediction is: come
correct ans : eat, prediction is: let
correct ans : thought, prediction is: said
correct ans : says, prediction is: says
correct ans : wear, prediction is: do
correct ans : go, prediction is: do
correct ans : ask, prediction is: do
correct ans : tell, prediction is: went
correct ans : stand, prediction is: come
correct ans : got, prediction is: know
correct ans : think, prediction is: see
correct ans : replied, prediction is: replied
correct ans : exclaimed, prediction is: said
correct ans : sent, prediction is: went
correct ans : think, prediction is: think
correct ans : went, prediction is: got
correct ans : building, prediction is: getting
correct ans : looking, prediction is: sat
correct ans : guess, prediction is: think
correct ans : went, prediction is: went
correct ans : hold, prediction is: thought
correct ans : felt, prediction is: felt
correct ans : saw, prediction is: saw
correct ans : popped, prediction is: come
correct ans : asked, prediction is: said
correct ans : took, prediction is: breaking
correct ans : called, prediction is: said
correct ans : told, prediction is: saw
correct ans : told, prediction is: told
correct ans : am, prediction is: am
correct ans : gave, prediction is: gave
correct ans : came, prediction is: came
correct ans : found, prediction is: 's
correct ans : tell, prediction is: tell
correct ans : flew, prediction is: flew
correct ans : discovered, prediction is: found
correct ans : said, prediction is: said
correct ans : tell, prediction is: think
correct ans : looked, prediction is: looked
correct ans : see, prediction is: see
correct ans : says, prediction is: says
correct ans : took, prediction is: took
correct ans : come, prediction is: think
correct ans : see, prediction is: see
correct ans : said, prediction is: said
correct ans : tell, prediction is: tell
correct ans : said, prediction is: said
correct ans : pine, prediction is: thought
correct ans : watching, prediction is: watching
correct ans : give, prediction is: take
correct ans : know, prediction is: know
correct ans : said, prediction is: said
correct ans : kept, prediction is: kept
correct ans : come, prediction is: go
correct ans : think, prediction is: walk
correct ans : said, prediction is: said
correct ans : come, prediction is: come
correct ans : lost, prediction is: make
correct ans : knew, prediction is: knew
correct ans : got, prediction is: got
correct ans : said, prediction is: said
correct ans : fell, prediction is: fell
correct ans : know, prediction is: know
correct ans : look, prediction is: look
correct ans : get, prediction is: get
correct ans : tell, prediction is: tell
correct ans : let, prediction is: told
correct ans : sitting, prediction is: going
correct ans : said, prediction is: said
correct ans : exclaimed, prediction is: exclaimed
correct ans : came, prediction is: felt
correct ans : listen, prediction is: listen
correct ans : listen, prediction is: put
correct ans : said, prediction is: said
correct ans : think, prediction is: think
correct ans : put, prediction is: put
correct ans : surprised, prediction is: surprised
correct ans : came, prediction is: came
correct ans : go, prediction is: go
correct ans : know, prediction is: know
correct ans : answered, prediction is: answered
correct ans : begged, prediction is: came
correct ans : find, prediction is: go
correct ans : let, prediction is: said
correct ans : became, prediction is: knew
correct ans : said, prediction is: said
correct ans : pine, prediction is: care
correct ans : said, prediction is: said
correct ans : lying, prediction is: lying
correct ans : wrote, prediction is: added
correct ans : asked, prediction is: known
correct ans : followed, prediction is: felt
correct ans : found, prediction is: found
correct ans : went, prediction is: went
correct ans : pine, prediction is: pine
correct ans : find, prediction is: find
correct ans : dare, prediction is: dare
correct ans : said, prediction is: said
correct ans : go, prediction is: go
correct ans : taken, prediction is: flew
correct ans : put, prediction is: go
correct ans : called, prediction is: let
correct ans : get, prediction is: say
correct ans : say, prediction is: went
correct ans : is, prediction is: is
correct ans : wrote, prediction is: 's
correct ans : said, prediction is: said
correct ans : wrote, prediction is: want
correct ans : forgot, prediction is: is
correct ans : pecked, prediction is: see
correct ans : reached, prediction is: thought
correct ans : said, prediction is: said
correct ans : looked, prediction is: looked
correct ans : marry, prediction is: come
correct ans : scolded, prediction is: scolded
correct ans : keep, prediction is: say
correct ans : forget, prediction is: forget
correct ans : whistle, prediction is: help
correct ans : saying, prediction is: seeing
correct ans : die, prediction is: go
correct ans : came, prediction is: came
correct ans : am, prediction is: am
correct ans : came, prediction is: came
correct ans : think, prediction is: think
correct ans : know, prediction is: know
correct ans : said, prediction is: said
correct ans : said, prediction is: came
correct ans : said, prediction is: said
correct ans : go, prediction is: 's
correct ans : set, prediction is: set
correct ans : struck, prediction is: stood
correct ans : wondered, prediction is: caught
correct ans : go, prediction is: go
correct ans : happened, prediction is: come
correct ans : think, prediction is: think
correct ans : said, prediction is: said
correct ans : asked, prediction is: replied
correct ans : see, prediction is: see
correct ans : puzzled, prediction is: made
correct ans : flew, prediction is: flew
correct ans : find, prediction is: find
correct ans : think, prediction is: see
correct ans : see, prediction is: see
correct ans : gave, prediction is: gave
correct ans : sitting, prediction is: said
correct ans : said, prediction is: said
correct ans : disappeared, prediction is: disappeared
correct ans : said, prediction is: let
correct ans : drew, prediction is: said
correct ans : told, prediction is: came
correct ans : said, prediction is: said
correct ans : given, prediction is: given
correct ans : told, prediction is: took
correct ans : saw, prediction is: saw
correct ans : told, prediction is: see
correct ans : resolve, prediction is: do
correct ans : went, prediction is: said
correct ans : know, prediction is: know
correct ans : am, prediction is: am
correct ans : went, prediction is: went
correct ans : like, prediction is: think
correct ans : worried, prediction is: saw
correct ans : knew, prediction is: told
correct ans : offered, prediction is: turned
correct ans : said, prediction is: said
correct ans : imprisoned, prediction is: said
correct ans : said, prediction is: said
correct ans : pay, prediction is: come
correct ans : know, prediction is: know
correct ans : get, prediction is: get
correct ans : pouted, prediction is: thought
correct ans : begged, prediction is: went
correct ans : follow, prediction is: go
correct ans : going, prediction is: going
correct ans : ai, prediction is: do
correct ans : barked, prediction is: saw
correct ans : stall, prediction is: desire
correct ans : said, prediction is: said
correct ans : killed, prediction is: killed
correct ans : chuckling, prediction is: let
correct ans : come, prediction is: come
correct ans : feel, prediction is: know
correct ans : take, prediction is: do
correct ans : replied, prediction is: replied
correct ans : wound, prediction is: passing
correct ans : know, prediction is: know
correct ans : go, prediction is: tell
correct ans : told, prediction is: told
correct ans : sought, prediction is: forgotten
correct ans : sat, prediction is: sat
correct ans : took, prediction is: took
correct ans : cried, prediction is: said
correct ans : saw, prediction is: saw
correct ans : answered, prediction is: answered
correct ans : die, prediction is: die
correct ans : ate, prediction is: looked
correct ans : grew, prediction is: made
correct ans : see, prediction is: see
correct ans : growing, prediction is: heard
correct ans : lost, prediction is: began
correct ans : said, prediction is: said
correct ans : took, prediction is: went
correct ans : covered, prediction is: filled
correct ans : says, prediction is: says
correct ans : coming, prediction is: coming
correct ans : found, prediction is: found
correct ans : see, prediction is: see
correct ans : said, prediction is: said
correct ans : following, prediction is: set
correct ans : watching, prediction is: watching
correct ans : am, prediction is: am
correct ans : said, prediction is: said
correct ans : went, prediction is: saw
correct ans : passed, prediction is: said
correct ans : tell, prediction is: said
correct ans : come, prediction is: fear
correct ans : said, prediction is: said
correct ans : said, prediction is: said
correct ans : entered, prediction is: fell
correct ans : know, prediction is: know
correct ans : dwarfs, prediction is: enchanted
correct ans : went, prediction is: went
correct ans : thought, prediction is: thought
correct ans : went, prediction is: went
correct ans : came, prediction is: came
correct ans : lost, prediction is: said
correct ans : said, prediction is: said
correct ans : go, prediction is: go
correct ans : bought, prediction is: went
correct ans : listen, prediction is: listen
correct ans : reached, prediction is: told
correct ans : said, prediction is: said
correct ans : got, prediction is: got
correct ans : run, prediction is: see
correct ans : called, prediction is: looked
correct ans : fled, prediction is: leaving
correct ans : made, prediction is: made
correct ans : look, prediction is: look
correct ans : smiled, prediction is: let
correct ans : settled, prediction is: told
correct ans : pronounces, prediction is: pronounces
correct ans : drew, prediction is: went
correct ans : know, prediction is: know
correct ans : let, prediction is: thought
correct ans : woven, prediction is: woven
correct ans : answered, prediction is: answered
correct ans : bound, prediction is: bound
correct ans : told, prediction is: want
correct ans : see, prediction is: think
correct ans : said, prediction is: said
correct ans : flew, prediction is: said
correct ans : eat, prediction is: see
correct ans : am, prediction is: am
correct ans : came, prediction is: came
correct ans : met, prediction is: found
correct ans : believe, prediction is: ask
correct ans : got, prediction is: got
correct ans : called, prediction is: said
correct ans : found, prediction is: made
correct ans : saw, prediction is: saw
correct ans : said, prediction is: said
correct ans : told, prediction is: look
correct ans : led, prediction is: led
correct ans : leave, prediction is: see
correct ans : said, prediction is: said
correct ans : held, prediction is: got
correct ans : see, prediction is: see
correct ans : went, prediction is: went
correct ans : answered, prediction is: reached
correct ans : consoled, prediction is: consoled
correct ans : called, prediction is: came
correct ans : comes, prediction is: comes
correct ans : cried, prediction is: turned
correct ans : said, prediction is: said
correct ans : give, prediction is: give
correct ans : said, prediction is: said
correct ans : suppose, prediction is: know
correct ans : happened, prediction is: seen
correct ans : turned, prediction is: said
correct ans : came, prediction is: came
correct ans : knew, prediction is: knew
correct ans : saying, prediction is: saying
correct ans : set, prediction is: set
correct ans : see, prediction is: see
correct ans : staring, prediction is: is
correct ans : take, prediction is: take
correct ans : ask, prediction is: like
correct ans : put, prediction is: said
correct ans : give, prediction is: know
correct ans : give, prediction is: give
correct ans : find, prediction is: go
correct ans : went, prediction is: went
correct ans : cried, prediction is: came
correct ans : knew, prediction is: knew
correct ans : knew, prediction is: is
correct ans : looked, prediction is: 's
correct ans : know, prediction is: have
correct ans : thinks, prediction is: said
correct ans : said, prediction is: said
correct ans : belonged, prediction is: belonged
correct ans : answered, prediction is: said
correct ans : sold, prediction is: found
correct ans : says, prediction is: like
correct ans : called, prediction is: said
correct ans : bury, prediction is: tell
correct ans : tied, prediction is: tied
correct ans : said, prediction is: said
correct ans : went, prediction is: went
correct ans : s, prediction is: say
correct ans : found, prediction is: come
correct ans : feared, prediction is: feared
correct ans : sitting, prediction is: sitting
correct ans : said, prediction is: said
correct ans : turned, prediction is: took
correct ans : told, prediction is: told
correct ans : said, prediction is: said
correct ans : lost, prediction is: come
correct ans : said, prediction is: said
correct ans : take, prediction is: made
correct ans : get, prediction is: go
correct ans : declared, prediction is: came
correct ans : replied, prediction is: replied
correct ans : thought, prediction is: thought
correct ans : replied, prediction is: replied
correct ans : sitting, prediction is: sitting
correct ans : said, prediction is: said
correct ans : pretend, prediction is: want
correct ans : got, prediction is: got
correct ans : tell, prediction is: tell
correct ans : thought, prediction is: thought
correct ans : died, prediction is: tell
correct ans : found, prediction is: found
correct ans : said, prediction is: said
correct ans : know, prediction is: know
correct ans : think, prediction is: think
correct ans : bade, prediction is: said
correct ans : loved, prediction is: said
correct ans : tell, prediction is: come
correct ans : went, prediction is: went
correct ans : lost, prediction is: see
correct ans : thinking, prediction is: said
correct ans : come, prediction is: come
correct ans : watching, prediction is: watching
correct ans : heard, prediction is: heard
correct ans : know, prediction is: know
correct ans : make, prediction is: make
correct ans : think, prediction is: think
correct ans : cried, prediction is: see
correct ans : said, prediction is: said
correct ans : came, prediction is: came
correct ans : replied, prediction is: replied
correct ans : take, prediction is: go
correct ans : shouted, prediction is: cried
correct ans : go, prediction is: go
correct ans : said, prediction is: said
correct ans : said, prediction is: said
correct ans : hold, prediction is: thought
correct ans : came, prediction is: came
correct ans : riding, prediction is: made
correct ans : tell, prediction is: think
correct ans : awoke, prediction is: awoke
correct ans : said, prediction is: said
correct ans : believe, prediction is: believe
correct ans : answer, prediction is: come
correct ans : look, prediction is: know
correct ans : answered, prediction is: said
correct ans : said, prediction is: said
correct ans : make, prediction is: make
correct ans : disappeared, prediction is: said
correct ans : said, prediction is: said
correct ans : said, prediction is: said
correct ans : finished, prediction is: finished
correct ans : go, prediction is: go
correct ans : make, prediction is: make
correct ans : replied, prediction is: replied
correct ans : saw, prediction is: saw
correct ans : win, prediction is: give
correct ans : said, prediction is: said
correct ans : see, prediction is: know
correct ans : made, prediction is: made
correct ans : came, prediction is: came
correct ans : says, prediction is: said
correct ans : dare, prediction is: closed
correct ans : found, prediction is: found
correct ans : told, prediction is: told
correct ans : said, prediction is: said
correct ans : found, prediction is: found
correct ans : replied, prediction is: answered
correct ans : say, prediction is: said
correct ans : said, prediction is: said
correct ans : take, prediction is: take
correct ans : give, prediction is: give
correct ans : answered, prediction is: answered
correct ans : said, prediction is: said
correct ans : play, prediction is: go
correct ans : tell, prediction is: tell
correct ans : know, prediction is: know
correct ans : said, prediction is: said
correct ans : answered, prediction is: answered
correct ans : asked, prediction is: think
correct ans : seen, prediction is: felt
correct ans : tell, prediction is: came
correct ans : went, prediction is: went
correct ans : tied, prediction is: saw
correct ans : made, prediction is: come
correct ans : take, prediction is: see
correct ans : jumped, prediction is: chuckled
correct ans : go, prediction is: be
correct ans : go, prediction is: do
correct ans : come, prediction is: went
correct ans : see, prediction is: know
correct ans : go, prediction is: go
correct ans : swung, prediction is: said
correct ans : staying, prediction is: staying
correct ans : talk, prediction is: talk
correct ans : went, prediction is: went
correct ans : turned, prediction is: set
correct ans : entered, prediction is: went
correct ans : tell, prediction is: tell
correct ans : said, prediction is: said
correct ans : came, prediction is: let
correct ans : rest, prediction is: take
correct ans : go, prediction is: go
correct ans : come, prediction is: come
correct ans : make, prediction is: mean
correct ans : told, prediction is: come
correct ans : commanded, prediction is: said
correct ans : run, prediction is: run
correct ans : live, prediction is: tell
correct ans : know, prediction is: say
correct ans : went, prediction is: went
correct ans : got, prediction is: asked
correct ans : said, prediction is: said
correct ans : said, prediction is: said
correct ans : take, prediction is: take
correct ans : replied, prediction is: told
correct ans : come, prediction is: come
correct ans : think, prediction is: think
correct ans : see, prediction is: see
correct ans : got, prediction is: said
correct ans : see, prediction is: see
correct ans : went, prediction is: said
correct ans : found, prediction is: came
correct ans : go, prediction is: go
correct ans : find, prediction is: find
correct ans : took, prediction is: went
correct ans : go, prediction is: see
correct ans : see, prediction is: see
correct ans : look, prediction is: look
correct ans : took, prediction is: said
correct ans : said, prediction is: said
correct ans : get, prediction is: think
correct ans : go, prediction is: go
correct ans : go, prediction is: go
correct ans : believe, prediction is: say
correct ans : come, prediction is: come
correct ans : smiling, prediction is: smiling
correct ans : see, prediction is: see
correct ans : sent, prediction is: told
correct ans : took, prediction is: looked
correct ans : come, prediction is: told
correct ans : tell, prediction is: tell
correct ans : died, prediction is: said
correct ans : come, prediction is: come
correct ans : said, prediction is: said
correct ans : seen, prediction is: take
correct ans : wanted, prediction is: knew
correct ans : found, prediction is: went
correct ans : gave, prediction is: gave
correct ans : walked, prediction is: came
correct ans : went, prediction is: said
correct ans : went, prediction is: went
correct ans : dance, prediction is: come
correct ans : think, prediction is: think
correct ans : keep, prediction is: get
correct ans : said, prediction is: said
correct ans : saw, prediction is: saw
correct ans : know, prediction is: know
correct ans : came, prediction is: came
correct ans : look, prediction is: said
correct ans : said, prediction is: said
correct ans : flew, prediction is: flew
correct ans : called, prediction is: called
correct ans : paused, prediction is: thought
correct ans : sprang, prediction is: went
correct ans : get, prediction is: get
correct ans : brave, prediction is: feeling
correct ans : chosen, prediction is: heard
correct ans : set, prediction is: set
correct ans : gone, prediction is: gone
correct ans : driven, prediction is: carried
correct ans : saw, prediction is: saw
correct ans : met, prediction is: set
correct ans : watched, prediction is: got
correct ans : frightened, prediction is: saw
correct ans : go, prediction is: go
correct ans : saying, prediction is: saying
correct ans : answered, prediction is: came
correct ans : saw, prediction is: saw
correct ans : tie, prediction is: feel
correct ans : said, prediction is: reflected
correct ans : keep, prediction is: keep
correct ans : called, prediction is: called
correct ans : gave, prediction is: saw
correct ans : brought, prediction is: taken
correct ans : killed, prediction is: said
correct ans : scampered, prediction is: put
correct ans : saw, prediction is: saw
correct ans : says, prediction is: said
correct ans : tell, prediction is: tell
correct ans : see, prediction is: see
correct ans : known, prediction is: let
correct ans : wrote, prediction is: came
correct ans : said, prediction is: said
correct ans : says, prediction is: looking
correct ans : cook, prediction is: went
correct ans : chuckled, prediction is: said
correct ans : said, prediction is: said
correct ans : wept, prediction is: saw
correct ans : said, prediction is: said
correct ans : said, prediction is: said
correct ans : said, prediction is: said
correct ans : replied, prediction is: replied
correct ans : told, prediction is: know
correct ans : say, prediction is: say
correct ans : lived, prediction is: lived
correct ans : know, prediction is: know
correct ans : wrote, prediction is: said
correct ans : go, prediction is: go
correct ans : looked, prediction is: looked
correct ans : thought, prediction is: thought
correct ans : go, prediction is: go
correct ans : restore, prediction is: restore
correct ans : said, prediction is: said
correct ans : set, prediction is: went
correct ans : took, prediction is: took
correct ans : said, prediction is: said
correct ans : am, prediction is: am
correct ans : said, prediction is: said
correct ans : said, prediction is: said
correct ans : bet, prediction is: come
correct ans : repeated, prediction is: went
correct ans : yell, prediction is: fell
correct ans : told, prediction is: went
correct ans : enjoyed, prediction is: said
correct ans : said, prediction is: said
correct ans : knows, prediction is: knows
correct ans : lies, prediction is: answered
correct ans : ai, prediction is: 's
correct ans : said, prediction is: said
correct ans : hung, prediction is: hung
